steamidnumber;gametitle;releasemonth;releaseyear;releaseprice;lowestestimatedownersnumber;highestestimatedownersnumber;averageestimatedownersnumber;developer;publisher
5314;StunningPolicewoman;August;2022;499,00 Ä;20;20;20;MRCGame;MRCGame
5315;KnightsoftheDrownedTable;December;2017;299,00 Ä;20;20;20;RillyBossStudios;RillyBossStudios
5316;HumanDelusion;January;2020;199,00 Ä;20;20;20;JoaAMProductions;JoaAMProductions
5317;BadTripSurvivalHorrorShooter;March;2022;49,00 Ä;20;20;20;MidnightGames;MidnightGames
5318;CaveBrawlers;January;2018;699,00 Ä;20;20;20;SamuelArminana;SamuelArminana
5319;;January;2022;499,00 Ä;20;20;20;;
5320;Exotic;January;2022;399,00 Ä;20;20;20;personalGamestudio;personalGamestudio
5321;DelphiniaChronicle;June;2017;499,00 Ä;20;20;20;DigitalCookieCoLtd;DigitalCookieCoLtd
5322;CreatioExNihiloAition;February;2018;99,00 Ä;50;100;75;ShohoGames;ShohoGames
5323;HayDayFarm2019ç;November;2018;999,00 Ä;20;20;20;FunsStudios;FunsStudios
5324;HoneyVilla;October;2021;499,00 Ä;20;20;20;MCGame;MCGame
5325;DeathRealm;July;2021;649,00 Ä;20;20;20;PEPOLAINDIAPvtLtd;PEPOLAINDIAPvtLtd
5326;MagicTower3D;March;2018;299,00 Ä;20;20;20;PlayTechStudio;PlayTechStudio
5327;ùHexalugaùDungeonsandHunting†;May;2018;999,00 Ä;20;20;20;HedeHexalugamines;Hede
5328;Spellbind;March;2015;999,00 Ä;20;20;20;Point2PointEntertainment;StrategyFirst
5329;CypressInheritanceTheBeginning;March;2014;5.999,00 Ä;20;20;20;CypressInheritanceLLC;CypressInheritanceLLC
5330;ùHexalugaùWitchHuntersTravellingCastle;March;2018;999,00 Ä;20;20;20;HedeHexalugamines;Hede
5331;AXESURVIVAL;January;2019;299,00 Ä;20;20;20;DCELLGAMESTUDIO;DCELLGAMESTUDIO
5332;BeautyAgent;July;2021;199,00 Ä;20;20;20;MAG;MAG
5333;ShiningintheDarkness;January;2011;99,00 Ä;20;20;20;SEGA;SEGA
5334;Toymaker;March;2017;699,00 Ä;20;20;20;RedSkald;RedSkald
5335;DestinyofaWizard;July;2017;899,00 Ä;20;20;20;UltimaCJProductions;UltimaCJProductions
5336;MarkAfterDark;December;2017;199,00 Ä;20;20;20;LesleyDodd;LesleyDodd
5337;ShowdownatWillowCreek;January;2018;299,00 Ä;20;20;20;ChoiceofGames;ChoiceofGames
5338;AwakeningofCelestial;February;2020;999,00 Ä;20;20;20;CelestialProject;CelestialProject
5339;HEROESTRIALS;June;2018;599,00 Ä;20;20;20;Shinyuden;Shinyuden
5340;StoriesInStone;August;2018;499,00 Ä;20;20;20;16BitPsychKyleB;SelfPublish
5341;AstrelaStarlight;April;2020;999,00 Ä;20;20;20;MasterPlanMultimedia;MasterPlanMultimedia
5342;SuperiorWizards;September;2018;499,00 Ä;20;50;35;FynGames;FynGames
5343;tiasav;August;2019;99,00 Ä;20;20;20;WorthiSOFT;WorthiSOFT
5344;TheDungeonParadox;June;2020;1.699,00 Ä;20;20;20;DigitalSoftware;DigitalSoftware
5345;ShadowyContracts;October;2020;999,00 Ä;20;20;20;ExiledThunderProductions;ExiledThunderProductions
5346;Flux;May;2019;699,00 Ä;20;20;20;MarsAshton;MarsAshton
5347;RogueVerse;August;2019;999,00 Ä;20;20;20;FoumartGames;FoumartGames
5348;Fractalis;February;2021;799,00 Ä;20;50;35;RevolutionaryInteractive;RevolutionaryInteractive
5349;TobysIsland;November;2019;999,00 Ä;20;20;20;Mvisioning;Mvisioning
5350;TrialOfDestiny;April;2021;1.699,00 Ä;20;20;20;DarkLordGame;DarkLordGame
5351;SeekHearts;December;2019;1.499,00 Ä;20;20;20;ExeCreateInc;KEMCO
5352;TheUndergroundKing;July;2020;1.799,00 Ä;20;20;20;TwoEyedCyclopsGamesSRLAlexandruNaeAlexandruNechita;TwoEyedCyclopsGamesSRL
5353;RenegadeGroundsEpisode2;December;2019;399,00 Ä;20;20;20;AstronomicGames;AstronomicGames
5354;ColdWinterMorning;January;2020;199,00 Ä;20;50;35;ProgressGame;ProgressProgramme
5355;Psicose?;February;2020;99,00 Ä;20;20;20;TRYWARE;TRYWARE
5356;CaptainHannonTheBelanzano;March;2020;1.999,00 Ä;20;50;35;PaulCooper;DreamGamesStudio
5357;BloodyEnding;February;2020;199,00 Ä;20;20;20;Tendo;Tendo
5358;TheLegacyRealmofTerror;October;2020;699,00 Ä;20;20;20;MagneticScrollsMicroProse;Ziggurat
5359;TrollPatrol;June;2020;599,00 Ä;20;20;20;PhilippeSchober;PhilippeSchober
5360;AVRACHRESURRECTION;July;2020;999,00 Ä;100;200;150;FluffyBisons;FluffyBisons
5361;ShatteredWorlds;September;2020;699,00 Ä;20;20;20;OrfeasGameStudio;OrfeasGameStudio
5362;SpartoiMeadow;August;2020;899,00 Ä;20;50;35;morningglows;morningglows
5363;MaskedVale;August;2020;499,00 Ä;20;20;20;Damnskulls;Damnskulls
5364;TheSpiralLabyrinth;September;2020;499,00 Ä;20;20;20;FireballGames;FireballGames
5365;TinyCrack;September;2020;799,00 Ä;20;20;20;TeamTinyCrack;TeamTinyCrack
5366;TheDenofWorms;October;2020;999,00 Ä;20;50;35;ScreamInToVoid;ScreamInToVoid
5367;LotharusBaconAle&Repeat;December;2020;599,00 Ä;20;50;35;SloppyJoeStudios;SloppyJoeStudios
5368;PristiqTashsTrilogy;September;2021;299,00 Ä;20;20;20;AmirDayyef;AmirDayyef
5369;ùBlueBirdLandEP1;October;2021;699,00 Ä;20;20;20;DarkLightStudio;DarkLightStudioLightofCreators
5370;REMCycles;March;2021;1.499,00 Ä;20;20;20;IndispensableStudios;IndispensableStudios
5371;VulgordsTower;August;2021;1.299,00 Ä;20;20;20;StoneGiant;StoneGiant
5372;;March;2021;699,00 Ä;20;20;20;Somfy;Somfy
5373;Roguely;June;2021;599,00 Ä;20;20;20;SQRLStudios;SQRLStudios
5374;AlbumCorvus;May;2021;1.299,00 Ä;20;20;20;Devil'sDozenGames;Devil'sDozenGames
5375;BurningHornsABaraIsekaiJRPG;March;2022;699,00 Ä;20;20;20;MaleDollHexproofYag;MaleDoll
5376;ReKuroi;January;2022;1.599,00 Ä;20;20;20;ecoddr;GotchaGotchaGames
5377;TalesofFarhollow;April;2021;199,00 Ä;20;20;20;GabaghoulGamesLLC;GabaghoulGamesLLC
5378;StringsofDivinityTheSpellPlague;January;2022;799,00 Ä;20;20;20;Gigsjaw;Gigsjaw
5379;SlayersInc;September;2021;999,00 Ä;20;50;35;WoogedyGames;WoogedyGames
5380;HeroesofYore;August;2021;174,00 Ä;20;20;20;VogelVisionLLC;VogelVisionLLC
5381;Soran;June;2021;0,00 Ä;20;20;20;JosephKeenan;JazzcharlesGames
5382;HappyBonesInfernal;March;2022;699,00 Ä;20;20;20;FrostedFearsGameStudios;FrostedFearsGameStudios
5383;Lightsmith;August;2021;899,00 Ä;20;20;20;AFewDragonsPtyLtd;AFewDragonsPtyLtd
5384;SmallPressTycoon;May;2021;99,00 Ä;20;20;20;InpatientInteractive;InpatientInteractive
5385;CliffhangerChallengerofTomorrow;November;2021;599,00 Ä;20;50;35;ChoiceofGames;ChoiceofGames
5386;TheWitchDoctor;July;2021;599,00 Ä;20;20;20;ValkyriaGames;AldorleaGames
5387;CubeCube;December;2021;199,00 Ä;20;20;20;ZiyoKeung;ZiyoKeung
5388;OnlyMe;July;2021;399,00 Ä;20;20;20;ù;ù
5389;Daydream;June;2022;1.999,00 Ä;20;20;20;AdventureHat;AdventureHat
5390;FantasyHeroes4DirectionalCharacterEditor&SpriteSheetMaker;September;2021;1.999,00 Ä;20;20;20;HippoGames;HippoGames
5391;Moondrop;August;2022;999,00 Ä;20;20;20;MoonroofStudios;MoonroofStudios
5392;CatJumper;October;2021;199,00 Ä;20;20;20;THEREEDBAS;THEREEDBAS
5393;InterstellarAirgap;October;2021;499,00 Ä;20;20;20;HostedGames;HostedGames
5394;Warlordocracy;July;2022;499,00 Ä;20;20;20;BrianLancasterLaughingCoyoteSoftware;BrianLancasterLaughingCoyoteSoftware
5395;HydraLists;February;2022;499,00 Ä;20;20;20;BlackCardinalSoftwareLLC;BlackCardinalSoftwareLLC
5396;ê;November;2021;999,00 Ä;20;20;20;;
5397;TrialsofProelium;December;2021;1.199,00 Ä;20;50;35;RetroactiveFort;RetroactiveFort
5398;Beyonddreams;November;2021;269,00 Ä;20;50;35;;
5399;SwordofElpisia;January;2022;1.499,00 Ä;20;20;20;ExeCreateInc;KEMCO
5400;amazinGeorge2;January;2022;599,00 Ä;20;20;20;SpacefarerGamesLimited;DarkDesignStudiosHoldingsCoLtd
5401;SafeandSoundIndieGame;February;2022;899,00 Ä;20;20;20;ApoloGames;ApoloGames
5402;AFactoryJob;March;2022;199,00 Ä;20;20;20;MitchellHartwell;MellowDayGames
5403;CastleGreyrot;July;2022;1.349,00 Ä;20;20;20;sawwormGames;sawwormGames
5404;MagicTowerDestroytheWormhole;April;2022;199,00 Ä;20;20;20;XUYANTAO;XUYANTAO
5405;B99;May;2022;1.499,00 Ä;20;20;20;IronStomachLLC;IronStomachLLC
5406;TheFinally‡‡‡Å‡‡‡‡‡‡‡‡‡‡‡‡‡‡‡;May;2022;359,00 Ä;20;20;20;TheeraSirirattananontTheera;THstudioTheera
5407;GodEdge;May;2022;499,00 Ä;20;20;20;ThomasWeaverGames;ThomasWeaverGames
5408;MYAOSOFT;August;2022;999,00 Ä;20;20;20;MYAOSOFT;MYAOSOFT
5409;FighterXFighter;August;2022;499,00 Ä;20;20;20;WANGTAO;WANGTAO
5410;NightFlight;August;2022;149,00 Ä;20;20;20;ShaoIndie;ShaoIndie
5411;;September;2022;299,00 Ä;20;20;20;;
5412;WarlocksCitadel;October;2015;599,00 Ä;20;20;20;ByteUPColtd;ByteUPColtd
5413;Emberdoom;September;2017;999,00 Ä;20;50;35;LoudKingStudiosLLC;LoudKingStudiosLLC
5414;Birthseederia;August;2017;999,00 Ä;20;20;20;Onefurinthebox;Onefurinthebox
5415;FINALWORLD;June;2017;1.699,00 Ä;20;20;20;ShineWorld;ShineWorld
5416;ZenethicsLabOutbreak;September;2017;399,00 Ä;20;20;20;GillesSchaeck;GillesSchaeck
5417;FantasyofEden;November;2017;299,00 Ä;20;20;20;HUNTERS;HUNTERS
5418;ToTheCapital2;February;2019;499,00 Ä;20;50;35;KormishenkovAnton;KormishenkovAnton
5419;TacticalChronicle;April;2018;499,00 Ä;20;20;20;YellowFactory;SekaiProject
5420;SeaExplorer;May;2018;299,00 Ä;20;20;20;ArmagedoomGames;ArmagedoomGames
5421;Koikoi;July;2018;1.099,00 Ä;20;20;20;RadicalHyena;RadicalHyena
5422;NocturneofSteel;September;2018;99,00 Ä;20;20;20;GamesbyBillB;GamesbyBillB
5423;Atrocity;December;2018;999,00 Ä;20;20;20;SolareGames;SolareGames
5424;EggysGamesFlashCollection;January;2019;299,00 Ä;20;20;20;Eggy;EggysGames
5425;TheFifthHorseman;May;2019;199,00 Ä;20;20;20;AngeloParodi;AngeloParodi
5426;TemplumdeMalum;June;2019;449,00 Ä;20;20;20;NutsandVoltsElectronics;NutsandVoltsElectronics
5427;EverythingisMayo;September;2019;99,00 Ä;20;20;20;NordicAtlas;NordicAtlas
5428;MirielSaga;October;2019;1.499,00 Ä;20;20;20;NGStudios;NGStudios
5429;;January;2020;299,00 Ä;20;20;20;CenHangKai;CenHangKai
5430;GreatAdventureintheWorldofSky;April;2020;899,00 Ä;20;20;20;è;è
5431;KingdomvsZombies;April;2020;119,00 Ä;20;20;20;AdamCs;AdamCs
5432;CollectionQuest;May;2020;299,00 Ä;20;20;20;wasitworthitdev;wasitworthitdev
5433;ProgrammerDungeonKnightress;September;2022;679,00 Ä;20;20;20;DragonLordStudio;DragonLordStudio
5434;FursofFury;July;2021;0,00 Ä;20;20;20;AndyDominSaraDominNickIngvoldstadBrendanBagley;YourInfamous
5435;ApprenticeArriving;July;2020;1.299,00 Ä;100;200;150;JewelSeekerEntertainment;JewelSeekerEntertainment
5436;BurstPlanet;March;2021;1.999,00 Ä;20;20;20;KXGames;KXGames
5437;CrystalOrtha;November;2020;1.499,00 Ä;20;50;35;HitPointCoLtd;KEMCO
5438;ProvenAMathRPG;December;2020;199,00 Ä;20;20;20;SeanRobbins;SBMediaProductionsLLC
5439;IsekaiReincarnationinaNewWorld;December;2020;399,00 Ä;20;20;20;MarceloAparecidodeAlmeidaJunior;MarceloAparecidodeAlmeidaJunior
5440;CitizensUniteEarthxSpace;January;2021;2.999,00 Ä;20;20;20;EdenIndustries;KEMCO
5441;FluffyGore;May;2021;699,00 Ä;20;20;20;DarkenautsStudio;DarkenautsStudio
5442;CELLARRoguelikeQuest;February;2021;499,00 Ä;20;50;35;PavelDivnenko;PavelDivnenko
5443;Pangea;November;2021;699,00 Ä;20;50;35;AndrewBykov;HommerGames
5444;KarakurikunAJapaneseTale;March;2021;199,00 Ä;20;20;20;JBOMediaAngelStarStudios;AngelStarStudios
5445;TheShepherd;March;2022;1.099,00 Ä;20;20;20;MWHashem;MeemWowGames
5446;StruggleForTalyria;July;2021;499,00 Ä;20;20;20;ScaldingSoupStudios;ScaldingSoupStudios
5447;ê;May;2021;99,00 Ä;20;50;35;;
5448;LegacyofVane;July;2021;299,00 Ä;20;20;20;GAWilliams;GAWilliams
5449;3DDoubleDealingCharacter;September;2021;1.499,00 Ä;50;100;75;STGamesê;STGamesê
5450;Emperium;April;2021;99,00 Ä;20;20;20;BryanRoberts;BryanRoberts
5451;MonsterBattleQuest;May;2021;199,00 Ä;20;20;20;BoogygamesStudios;BoogygamesStudios
5452;AmneronsLegacy;June;2021;899,00 Ä;20;20;20;RythaneJRH;RythaneJRH
5453;AzuraelsCircleChapter5;July;2021;199,00 Ä;20;50;35;JordanAllen;EnkianGames
5454;ballio;November;2021;99,00 Ä;20;20;20;AntDesignGames;AntDesignGames
5455;TempleofEndlessNight;November;2021;499,00 Ä;20;20;20;HostedGames;HostedGames
5456;HeroesofXanfurth;November;2021;0,00 Ä;20;20;20;ShatterWingStudios;ShatterWingStudios
5457;;December;2021;299,00 Ä;20;20;20;SiTongTech;SiTongTech
5458;DungeonMaker;January;2022;999,00 Ä;20;20;20;BrianDeLaFranier;TavarinGames
5459;PrayeroftheFaithless;May;2022;999,00 Ä;50;100;75;RedNova;RedNova
5460;EVERING;May;2022;999,00 Ä;20;20;20;PurpureStudio;PurpureStudio
5461;HRD3PegasusIsland;April;2022;1.499,00 Ä;20;20;20;LootInside;LootInside
5462;TheFarmersStoryofSlowLife;May;2022;2.499,00 Ä;20;20;20;OikariBuncho;OikariBuncho
5463;SpaceSurvival;May;2022;699,00 Ä;20;20;20;DYSTUDIO;DYSTUDIO
5464;Cryptr;August;2022;999,00 Ä;20;20;20;instructionsunclear;instructionsunclear
5465;Åtaboo;August;2022;299,00 Ä;20;20;20;junzhu;junzhu
5466;DeathInnTheImmortalIsComing;June;2022;1.099,00 Ä;20;20;20;;
5467;FloorsofDiscomfort;May;2015;199,00 Ä;20;20;20;ThreeProngProductions;ThreeProngProductions
5468;TheORPHEUSRuse;December;2013;399,00 Ä;20;20;20;ChoiceofGames;ChoiceofGames
5469;MythicVictoryArena;October;2016;499,00 Ä;20;50;35;Resi;MVAResi
5470;StratoBash;June;2017;399,00 Ä;20;20;20;Phr00t'sSoftware;Phr00t'sSoftware
5471;xDriveVR;June;2017;1.299,00 Ä;20;20;20;ThemesDaly;ThemesDaly
5472;Sakeretsu;June;2017;199,00 Ä;20;20;20;KLASSEN;KLASSEN
5473;TheLastMonsterMaster;September;2017;599,00 Ä;20;20;20;ChoiceofGames;ChoiceofGames
5474;DollaWorld;July;2018;399,00 Ä;20;20;20;HeZhengchun;HeZhengchun
5475;TurnBasedChampion;June;2018;399,00 Ä;20;20;20;SearchlightGames;SearchlightGames
5476;MagicaeMundi;October;2018;799,00 Ä;20;20;20;SylvestreStudio;
5477;YOMOTSU;October;2018;99,00 Ä;20;20;20;AkumuGames;AkumuGames
5478;TheSuperlativesShatteredWorlds;March;2019;499,00 Ä;20;20;20;ChoiceofGames;ChoiceofGames
5479;Decker;June;2019;6,00 Ä;20;20;20;RichVos;RichVos
5480;reDThebeginningoftheMelody;July;2019;99,00 Ä;100;200;150;ButterCube;ButterCube
5481;EndofRealms;November;2019;799,00 Ä;20;20;20;MarcinJarkiewiczMateuszJarkiewicz;MarcinJarkiewicz
5482;APiratesPleasure;December;2019;599,00 Ä;20;20;20;Heart'sChoice;Heart'sChoice
5483;Dawnfall;December;2019;499,00 Ä;20;20;20;Heart'sChoice;Heart'sChoice
5484;SuperRhythmDuel;January;2022;99,00 Ä;20;20;20;SRDTEAM;SRDTEAM
5485;CRUELWORLD;March;2020;999,00 Ä;20;20;20;SiberianGames;SiberianGames
5486;MartianPotato;June;2020;499,00 Ä;20;20;20;FrostedWingsStudio;FrostedWingsStudio
5487;WhispersoftheAncients;November;2020;999,00 Ä;20;20;20;MuminBayar;MuminBayar
5488;NovaMundi;April;2021;1.299,00 Ä;20;20;20;SlashwareInteractive;SlashwareInteractive
5489;WarriorBeneathHeaven;October;2020;359,00 Ä;500;1000000;750;KeyueGameStudio;KeyueGameStudio
5490;GaelsQuest;November;2020;599,00 Ä;20;20;20;LoukaLemireWilliamHarvey;LoukaLemire
5491;SpaceStationSprint;August;2021;999,00 Ä;20;20;20;SnowDaySoftware;SnowDaySoftware
5492;Niinamigota;February;2021;99,00 Ä;20;20;20;ColinSandquistKadokawaFuturePublishingEnterbrain;SandquistGamesKadokawaFuturePublishingEnterbrain
5493;Blimps;January;2021;699,00 Ä;20;50;35;PaintCanGamesLLC;PaintCanGamesLLC
5494;TheTrader;July;2021;999,00 Ä;20;20;20;IndieDevDan;IndieDevDan
5495;PandoraWildOrigins;September;2021;1.899,00 Ä;20;20;20;LuneriaStudio;LuneriaStudio
5496;BiggerBikes;October;2021;49,00 Ä;20;20;20;BoomGames;BoomGames
5497;JAMM;November;2021;599,00 Ä;20;20;20;CaveBearStudioLLC;CaveBearStudioLLC
5498;SaintMaribel;March;2022;1.999,00 Ä;20;20;20;azucat;azucat
5499;TheIncompleteLunar;January;2022;499,00 Ä;20;20;20;DAKIDAKI;DAKIDAKI
5500;DarkBloodReborn;February;2022;999,00 Ä;20;20;20;toihaus;toihaus
5501;ItsOnYou;January;2022;499,00 Ä;20;20;20;RealDirectionLTD;RealDirectionLTD
5502;RealmofCubes;May;2022;1.499,00 Ä;20;50;35;RealmofCubesCreations;RealmofCubesCreations
5503;Underdone;September;2017;499,00 Ä;20;20;20;TheCommander;TheCommander
5504;UnrestedDevelopment;October;2017;199,00 Ä;20;20;20;RockCowProductions;PigIgnorantEntertainment
5505;TinyForceDeluxe;October;2017;599,00 Ä;20;20;20;SinergiaStudios;SinergiaStudios
5506;ShadowsintheDarkness;October;2017;499,00 Ä;20;20;20;Scornz;Scornz
5507;CGtheSevenVirusKnights;December;2017;99,00 Ä;20;20;20;RyanCarlos;RyanCarlos
5508;Threelife;August;2018;199,00 Ä;20;20;20;unew;5thVR
5509;ç;September;2018;49,00 Ä;20;20;20;16air;NingbingGames
5510;ChoiceofBroadsidesHMSForaker;September;2018;499,00 Ä;20;20;20;ChoiceofGames;ChoiceofGames
5511;VengefulBatDungeonCrawler;April;2019;55,00 Ä;20;20;20;BrewsterlandStudios;BrewsterlandStudios
5512;SexyPresident;September;2019;599,00 Ä;20;20;20;GreatIdeaGames;GreatIdeaGames
5513;DarkInvasionVR;December;2019;999,00 Ä;20;20;20;VadimSilver;VadimSilver
5514;;December;2019;99,00 Ä;20;20;20;ElementmanTechnology;ElementmanTechnology
5515;CastVR;February;2021;1.499,00 Ä;20;20;20;HumbleSageGames;HumbleSageGames
5516;WayWalkersUniversity;October;2020;399,00 Ä;20;50;35;HostedGames;HostedGames
5517;SPACECraft;November;2020;49,00 Ä;20;20;20;Enoops;Enoops
5518;RosyManga;December;2020;199,00 Ä;20;20;20;;
5519;KuroTactics;July;2021;299,00 Ä;20;50;35;KurowareLLC;KurowareLLC
5520;èLethalGamble1WerewolfPuzzle;September;2021;699,00 Ä;20;50;35;;
5521;ù†;October;2021;299,00 Ä;20;20;20;ù†;ù†
5522;MiasmaCitizensofFreeThought;November;2021;99,00 Ä;200;500;350;ESPGames;DavidAddis
5523;SurvivalIsLand;February;2022;499,00 Ä;20;20;20;DTMeta;DTMeta
5524;Ziaandthegoddessesofmagic;September;2016;999,00 Ä;20;20;20;OrionSoft;OrionSoft
5525;ThisisnotRPG;June;2017;99,00 Ä;20;20;20;zachs123456;zachs123456
5526;AweofDespair;November;2017;799,00 Ä;20;20;20;Reliant;Reliant
5527;ArenaoftheGods;March;2018;599,00 Ä;20;20;20;BabyDaveMixtape;A3Industries
5528;EstelliumLegends;February;2019;499,00 Ä;20;20;20;TeamSyukino;TeamSyukino
5529;MutagenExtinction;February;2019;499,00 Ä;20;20;20;CyOEntertainment;CyOEntertainment
5530;MemoriesontheShoreline;November;2019;499,00 Ä;20;20;20;CrystalGameWorks;CrystalGameWorks
5531;WhereAreWeNow;September;2019;999,00 Ä;20;20;20;ThePrimeMovers;ThePrimeMovers
5532;EscapeZombiesAtNight;September;2020;99,00 Ä;20;20;20;morescorestudio;morescorestudio
5533;NovaGenetics;March;2021;1.499,00 Ä;20;20;20;Reside;ObligeNet
5534;StarFighter;October;2021;99,00 Ä;20;20;20;BoomGames;BoomGames
5535;EveningEcchi;December;2021;199,00 Ä;20;20;20;;RosaSpecialStudio
5536;çççSafeGuard;March;2022;299,00 Ä;20;20;20;SatInd;SatInd
5537;CookOL;May;2022;499,00 Ä;20;20;20;MXNiceGame;MXNiceGame
5538;TheCubeHotelNingsWing2;September;2016;299,00 Ä;20;20;20;T34Studio;T34Studio
5539;Think;December;2020;199,00 Ä;20;20;20;MaxPI;MaxPI
5540;TheAegisSaga;April;2020;599,00 Ä;20;20;20;HostedGames;HostedGames
5541;BrokenBetrayal;November;2021;1.099,00 Ä;20;20;20;AlphaOneGames;AlphaOneGames
5542;ValkyrieNemesis;March;2022;399,00 Ä;20;20;20;SuccubellaGames;AngelAndDemons
5543;SnarfQuestTales;September;2015;1.999,00 Ä;20;20;20;CellblocStudios;CellblocStudios
5544;Mission1545;December;2017;99,00 Ä;20;20;20;CityQuestsMediaUK;CityQuestsMediaUK
5545;InfiniteSurvival;April;2018;399,00 Ä;20;20;20;InfinineGames;InfinineGames
5546;MAGICPOT&TERBATTLEGROUNDS;May;2021;999,00 Ä;20;20;20;HedeHexalugamines;Hede
5547;NoL85;February;2021;0,00 Ä;20;20;20;LiZheng;LiZheng
5548;ùTheVillage;March;2021;899,00 Ä;100;200;150;;
5549;CoolGame;June;2022;99,00 Ä;20;20;20;CoolGamesStudio;CoolGamesStudio
5550;TruthOfFalchion;July;2018;199,00 Ä;20;20;20;ModiiGames;ModiiGamesint
5551;HonorCryAftermath;June;2018;199,00 Ä;20;20;20;SimProseStudios;SimProseStudios
5552;TheMagiciansBurden;August;2018;499,00 Ä;20;20;20;HostedGames;HostedGames
5553;TornTalesReboundEdition;September;2018;1.499,00 Ä;20;20;20;Twistplay;ChilledMouse
5554;†;September;2018;299,00 Ä;20;20;20;Å;WeareHuanxiangjin
5555;VoidEclipse;November;2021;1.049,00 Ä;20;20;20;TauCetiStudios;TauCetiStudios
5556;;October;2020;399,00 Ä;20;50;35;Åèçè;Åèçè
5557;PitofEvil;October;2018;599,00 Ä;20;20;20;Frogmouth;Frogmouth
5558;Defoliation;April;2019;799,00 Ä;20;20;20;RisingWinTechCOLTD;RisingWinTechCOLTD
5559;MyIsekaiAfterLifeisanRPG?;July;2020;599,00 Ä;20;20;20;NyankoGames;NyankoGames
5560;InfectedPrison;February;2021;199,00 Ä;20;20;20;HaoChuan;HaoChuan
5561;TheExpedition;February;2019;99,00 Ä;20;20;20;LifeJumbDTMyDreamForever;LifeJumbDT
5562;êùù†;March;2020;99,00 Ä;20;20;20;ù;ù
5563;VERSUSTheDeathscapes;May;2021;499,00 Ä;20;20;20;ChoiceofGames;ChoiceofGames
5564;CrimsonTideOperationOnline;August;2017;499,00 Ä;20;20;20;RaleachGamesStudio;RaleachGamesStudio
5565;DivanChronicles;October;2019;0,00 Ä;20;20;20;HJGAMES;HJGAMES
5566;;May;2021;499,00 Ä;20;20;20;LurongGames;LurongGames
5567;BraveryRiseofTheLastHero;May;2017;499,00 Ä;20;20;20;MagicDungeonStudio;MagicDungeonStudio
5568;SurviveThekingkiller;February;2018;99,00 Ä;20;20;20;WhackAKeyGames;BigBlackBear
5569;MrDirtPoorê;February;2020;199,00 Ä;20;20;20;Lcc;Lcc
5570;TwoWorldsIIHDShatteredEmbrace;December;2019;1.999,00 Ä;20;50;35;RealityPumpStudios;TopWareInteractive
5571;CubeIsland;August;2021;99,00 Ä;20;20;20;SweetGames;SweetGames
5572;ParadiseLost;March;2021;4.999,00 Ä;20;20;20;CoffSt;CoffSt
5573;DeadSurvival;February;2022;2.999,00 Ä;20;20;20;BiKouZ;PINALAGENCY
5574;EtherealLegends;February;2017;999,00 Ä;20;20;20;SoveranceStudios;SoveranceStudios
5575;Dimensity;December;2008;999,00 Ä;20;20;20;DaggerGames;StrategyFirst
5576;SailandSacrifice;May;2019;1.999,00 Ä;20;20;20;CAGEStudios;CAGEStudios
5577;REVENGERAgeofMorons;March;2018;99,00 Ä;20;20;20;evlavvstudio;evlavvstudio
5578;NaturePark;April;2021;2.499,00 Ä;20;20;20;NPGAMES;NPGAMES
5579;MergeHero;April;2022;499,00 Ä;20;20;20;PaulArt;PaulArt
5580;Deliverymansimulator;April;2018;99,00 Ä;20;20;20;azimuthteam;azimuthteam
5581;HeavilyArmed;June;2017;1.499,00 Ä;20;20;20;FigureheadStudiosCRASSStudios;CRASSInfotech
5582;DragonofLegends;December;2017;1.099,00 Ä;20;20;20;ThriveGames;ThriveGames
5583;Fantasyland;April;2018;899,00 Ä;20;20;20;Apillo;Apillo
5584;SwordofVermilion;October;2010;99,00 Ä;20;20;20;SEGA;SEGA
5585;LegendofMoros;May;2015;499,00 Ä;20;20;20;CannibalInteractive;CannibalInteractive
5586;EtherAwakening;July;2017;299,00 Ä;20;20;20;MatthewPutnam;MatthewPutnam
5587;MetalQuest;December;2017;99,00 Ä;20;20;20;OperationConstellationValentinaBaker;OperationConstellation
5588;Witchcraft;May;2018;499,00 Ä;20;20;20;SilkySmoothStudio;SilkySmoothStudio
5589;WolfGang;January;2018;399,00 Ä;20;20;20;LyonBeckers;LyonBeckers
5590;FantasyRealmALandTornAsunder;March;2018;599,00 Ä;20;20;20;WildwoodGameStudios;WildwoodGameStudios
